date,level
2014-02-05,4.998983561769468
2014-02-04,4.991413509621205
2014-02-03,4.988828308793071
2014-02-02,4.993677056930584
2014-02-01,5.002983757131947
2014-01-31,4.994422750658264
2014-01-30,4.987947570917054
2014-01-29,4.996359015813831
2014-01-28,5.004151030527255
2014-01-27,5.008805642725231
2014-01-26,5.000917036012282
2014-01-25,5.005039313513453
2014-01-24,4.996369125119559
2014-01-23,5.005049209273786
2014-01-22,5.0068086693690415
2014-01-21,5.008009419293076
2014-01-20,5.007863950947504
2014-01-19,5.009557249959424
2014-01-18,5.0064050456788545
2014-01-17,5.000641697172571
2014-01-16,5.010632377069506
2014-01-15,5.016244613030146
2014-01-14,5.010729477039332
2014-01-13,5.011644822041606
2014-01-12,5.020651154348711
2014-01-11,5.023718969287931
2014-01-10,5.028174966621047
2014-01-09,5.027438168992336
2014-01-08,5.034816854567446
2014-01-07,5.035643969808077
2014-01-06,5.036574894959425
2014-01-05,5.032048941289882
2014-01-04,5.026293227491362
2014-01-03,5.017634168093416
2014-01-02,5.01439380070682
2014-01-01,5.008579571870509
2013-12-31,5.009588432993591
2013-12-30,5.00390680954117
2013-12-29,5.005176887698605
2013-12-28,5.004457730526759
2013-12-27,5.006625605536897
2013-12-26,5.014878487628269
2013-12-25,5.0117451582596155
2013-12-24,5.002322582134499
2013-12-23,5.009260523803402
2013-12-22,5.01830263229122
2013-12-21,5.020396325664031
2013-12-20,5.0303256138667445
2013-12-19,5.022012804177775
2013-12-18,5.019730530609827
2013-12-17,5.0100812850334036
2013-12-16,5.002649407311208
2013-12-15,5.001419956167974
2013-12-14,5.006771994355999
2013-12-13,5.015093068152038
2013-12-12,5.00837853963743
2013-12-11,4.9995874468710975
2013-12-10,5.007696745576915
2013-12-09,5.00210223326131
2013-12-08,5.01047792075339
2013-12-07,5.002970234716043
2013-12-06,5.006635146053881
2013-12-05,5.004078743445521
2013-12-04,5.00783699715529
2013-12-03,5.011799841248638
2013-12-02,5.015791870219629
2013-12-01,5.0212253871241
2013-11-30,5.0152862864289975
2013-11-29,5.013881108158874
2013-11-28,5.0151625814270755
2013-11-27,5.016526134812385
2013-11-26,5.010762973691201
2013-11-25,5.008616246638346
2013-11-24,5.0038520597090965
2013-11-23,5.006584719096103
2013-11-22,5.001452547518341
2013-11-21,5.009975380571931
2013-11-20,5.0169591084056036
2013-11-19,5.021180435664814
2013-11-18,5.01817854255896
2013-11-17,5.025816148355111
2013-11-16,5.020386843571378
2013-11-15,5.020419429118821
2013-11-14,5.025999592159306
2013-11-13,5.031633694124059
2013-11-12,5.0260059827672885
2013-11-11,5.031042326546176
2013-11-10,5.031403539845417
2013-11-09,5.030255271349298
2013-11-08,5.031654230085675
2013-11-07,5.031471870706629
2013-11-06,5.02717066729671
2013-11-05,5.029513067332174
2013-11-04,5.0395003510327845
2013-11-03,5.034277320938193
2013-11-02,5.036951633603776
2013-11-01,5.033874865814007
2013-10-31,5.0303981699672
2013-10-30,5.022758426912391
2013-10-29,5.030294236930217
2013-10-28,5.021981984792309
2013-10-27,5.020931748890354
2013-10-26,5.026992280319651
2013-10-25,5.0199799164504535
2013-10-24,5.013290039346649
2013-10-23,5.014238704985987
2013-10-22,5.018844308125106
2013-10-21,5.023053894152956
2013-10-20,5.016379761021516
2013-10-19,5.024506665848724
2013-10-18,5.0197026681301145
2013-10-17,5.027041223052766
2013-10-16,5.034726029898866
2013-10-15,5.037308536955686
2013-10-14,5.030591697614657
2013-10-13,5.033788757535546
2013-10-12,5.031024884064177
2013-10-11,5.023452329088563
2013-10-10,5.015766755219791
2013-10-09,5.015849428366986
2013-10-08,5.006898951694144
2013-10-07,5.008800422611166
2013-10-06,5.004761359106986
2013-10-05,5.001119137708461
2013-10-04,5.009034147551789
2013-10-03,5.0107291790685355
2013-10-02,5.018371729082115
2013-10-01,5.017410296676555
2013-09-30,5.021055929760188
2013-09-29,5.012722938359533
2013-09-28,5.006775342640552
2013-09-27,4.998689746032012
2013-09-26,5.003893707954092
2013-09-25,4.998232881450658
2013-09-24,4.992666059198967
2013-09-23,5.002414021923431
2013-09-22,5.009844170291441
2013-09-21,5.006934596501896
2013-09-20,5.013289596580175
2013-09-19,5.009813054454667
2013-09-18,5.017386414711505
2013-09-17,5.014033100402136
2013-09-16,5.016102609640092
2013-09-15,5.016939750437907
2013-09-14,5.010281897990992
2013-09-13,5.013540410401267
2013-09-12,5.010763035385195
2013-09-11,5.001605692185915
2013-09-10,4.99649519564212
2013-09-09,4.992991100240576
2013-09-08,4.983933606154408
2013-09-07,4.981148905096193
2013-09-06,4.976640265086437
2013-09-05,4.976829050468567
2013-09-04,4.984482494180035
2013-09-03,4.9804476117882714
2013-09-02,4.986607906037572
2013-09-01,4.982182869109144
2013-08-31,4.9833435626711955
2013-08-30,4.981264951962091
2013-08-29,4.98018701904583
2013-08-28,4.978471752118878
2013-08-27,4.981903089340437
2013-08-26,4.9814393499771334
2013-08-25,4.971862818651784
2013-08-24,4.978470058162737
2013-08-23,4.974442312703115
2013-08-22,4.966655550618123
2013-08-21,4.969543676422354
2013-08-20,4.978560999221258
2013-08-19,4.975533891558642
2013-08-18,4.975651872390799
2013-08-17,4.973838563682439
2013-08-16,4.964253358438562
2013-08-15,4.965245831529182
2013-08-14,4.967164513551908
2013-08-13,4.9644964436253565
2013-08-12,4.959412684038194
2013-08-11,4.966962076865801
2013-08-10,4.9670120876413195
2013-08-09,4.95909233853592
2013-08-08,4.952351344004766
2013-08-07,4.950861940341518
2013-08-06,4.957864277580807
2013-08-05,4.948020095679827
2013-08-04,4.955383538837462
2013-08-03,4.963052394905858
2013-08-02,4.9681730649264235
2013-08-01,4.968088909404688
2013-07-31,4.969458641801268
2013-07-30,4.964461863347377
2013-07-29,4.9625203903427435
2013-07-28,4.970966935032846
2013-07-27,4.975625517828469
2013-07-26,4.9723475591754775
2013-07-25,4.969077948919844
2013-07-24,4.970172547642322
2013-07-23,4.966138611001775
2013-07-22,4.960064113046401
2013-07-21,4.95087955429924
2013-07-20,4.960348549288228
2013-07-19,4.960255991236238
2013-07-18,4.965048399717094
2013-07-17,4.957096705320734
2013-07-16,4.9618848842792325
2013-07-15,4.9704696385223635
2013-07-14,4.977256714074824
2013-07-13,4.973232822931395
2013-07-12,4.971661028168665
2013-07-11,4.969713885827576
2013-07-10,4.970989292075634
2013-07-09,4.977934965803507
2013-07-08,4.974325792733712
2013-07-07,4.978948955501231
2013-07-06,4.975348486766686
2013-07-05,4.9768497649057295
2013-07-04,4.976609284433637
2013-07-03,4.9742722170196885
2013-07-02,4.979104023569507
2013-07-01,4.971471335974224
2013-06-30,4.964346188751582
2013-06-29,4.96046263251814
2013-06-28,4.9635468806866445
2013-06-27,4.960807573694052
2013-06-26,4.961748855322047
2013-06-25,4.963644145311005
2013-06-24,4.95697477213811
2013-06-23,4.965940474029023
2013-06-22,4.957945987804242
2013-06-21,4.949655689091419
2013-06-20,4.946929041305217
2013-06-19,4.946295073121823
2013-06-18,4.9464946429977745
2013-06-17,4.943450666932712
2013-06-16,4.940691758057167
2013-06-15,4.939558503702161
2013-06-14,4.949189786420222
2013-06-13,4.953005560469084
2013-06-12,4.953570244522725
2013-06-11,4.958166149363725
2013-06-10,4.957869951016185
2013-06-09,4.960041516112277
2013-06-08,4.955955482594028
2013-06-07,4.962405209639425
2013-06-06,4.966387323397929
2013-06-05,4.968530162477995
2013-06-04,4.962383338810219
2013-06-03,4.965173201676588
2013-06-02,4.965331652494358
2013-06-01,4.961795981745222
2013-05-31,4.959413543218683
2013-05-30,4.963834186594304
2013-05-29,4.972601758183535
2013-05-28,4.9714801650319895
2013-05-27,4.969345558729903
2013-05-26,4.96618389446205
2013-05-25,4.960475575599156
2013-05-24,4.964604954377172
2013-05-23,4.9662891436106555
2013-05-22,4.964008828074072
2013-05-21,4.958844632462603
2013-05-20,4.954187161660558
2013-05-19,4.94897176314232
2013-05-18,4.957861866996562
2013-05-17,4.965967540644116
2013-05-16,4.966645438976457
2013-05-15,4.976413576110862
2013-05-14,4.981343777568316
2013-05-13,4.989271481492427
2013-05-12,4.989583068111617
2013-05-11,4.989188363113048
2013-05-10,4.9943565165652615
2013-05-09,4.997306033109863
2013-05-08,5.002965251649095
2013-05-07,4.997316486216798
2013-05-06,4.997391811603701
2013-05-05,4.992691262887363
2013-05-04,5.000955825664331
2013-05-03,5.008840449957516
2013-05-02,4.999470031325619
2013-05-01,5.008204752444143
2013-04-30,4.999233157809411
2013-04-29,4.997362948393239
2013-04-28,4.995755132626
2013-04-27,4.996762353411492
2013-04-26,4.995871756313417
2013-04-25,5.003563099418294
2013-04-24,5.005931741299416
2013-04-23,4.99696409238308
2013-04-22,5.004233204191046
2013-04-21,4.994926066119653
2013-04-20,4.98496729155357
2013-04-19,4.9769148802370164
2013-04-18,4.970555852351712
2013-04-17,4.971546952472238
2013-04-16,4.979248233428768
2013-04-15,4.97654977333641
2013-04-14,4.981789320026211
2013-04-13,4.991100018744983
2013-04-12,4.9883672774578
2013-04-11,4.978930500837155
2013-04-10,4.97376826684281
2013-04-09,4.97652540749075
2013-04-08,4.977861453884465
2013-04-07,4.973860170030187
2013-04-06,4.9681583173231285
2013-04-05,4.972563793725464
2013-04-04,4.966432509356502
2013-04-03,4.9683532461126125
2013-04-02,4.961957849327815
2013-04-01,4.97187082259362
2013-03-31,4.968237143660035
2013-03-30,4.972601439955079
2013-03-29,4.974990454329308
2013-03-28,4.970289117310446
2013-03-27,4.975863567764931
2013-03-26,4.974489104932613
2013-03-25,4.974434788150681
2013-03-24,4.972785116489234
2013-03-23,4.969848973012105
2013-03-22,4.969573413329597
2013-03-21,4.976787186072273
2013-03-20,4.977615056817843
2013-03-19,4.987243554598415
2013-03-18,4.9810516776116724
2013-03-17,4.978683855458911
2013-03-16,4.979324639080841
2013-03-15,4.984034995413095
2013-03-14,4.987995883167362
2013-03-13,4.981211562667322
2013-03-12,4.989387032997133
2013-03-11,4.98329263866275
2013-03-10,4.976869136955097
2013-03-09,4.973654519875209
2013-03-08,4.9697585516937
2013-03-07,4.9643534817116315
2013-03-06,4.972444898457916
2013-03-05,4.9729530299715945
2013-03-04,4.982239270041408
2013-03-03,4.986992312160632
2013-03-02,4.994107778927775
2013-03-01,4.992643952790632
2013-02-28,4.988001412045168
2013-02-27,4.986830004124325
2013-02-26,4.987681508553473
2013-02-25,4.991992650208373
2013-02-24,4.9965313246576555
2013-02-23,5.003423520641013
2013-02-22,4.999076557588525
2013-02-21,4.99812123570485
2013-02-20,5.002587413014528
2013-02-19,5.001122865541475
2013-02-18,4.997974318184672
2013-02-17,5.0008896013387805
2013-02-16,4.996728182254844
2013-02-15,4.990145104887798
2013-02-14,4.980217919263947
2013-02-13,4.985317509551849
2013-02-12,4.989756678594861
2013-02-11,4.997820311951144
2013-02-10,4.998386769540688
2013-02-09,5.001123415156887
2013-02-08,5.010098235527822
2013-02-07,5.012865900192901
2013-02-06,5.018995157489548
2013-02-05,5.019870906732051
2013-02-04,5.016171035240169
2013-02-03,5.01370514168907
2013-02-02,5.018299665805242
2013-02-01,5.016891014000874
2013-01-31,5.009110018566596
2013-01-30,5.01653860644104
2013-01-29,5.012252371782709
2013-01-28,5.010821186298565
2013-01-27,5.014573291736766
2013-01-26,5.004936215060978
2013-01-25,5.000344823836783
2013-01-24,4.9973741276237424
2013-01-23,5.007097261986914
2013-01-22,5.002826631674281
2013-01-21,5.011554884783914
2013-01-20,5.011436769710677
2013-01-19,5.009208458072219
2013-01-18,5.015746603830151
2013-01-17,5.013202318506278
2013-01-16,5.007780410347764
2013-01-15,5.012665007389455
2013-01-14,5.014985259219093
2013-01-13,5.0217146996316275
2013-01-12,5.014690421365652
2013-01-11,5.009375880336718
2013-01-10,5.003449098501066
2013-01-09,5.003658500463781
2013-01-08,5.001857349173196
2013-01-07,5.0059754212227485
2013-01-06,5.012418009571009
2013-01-05,5.014560445169256
2013-01-04,5.015134899595671
2013-01-03,5.014554960199422
2013-01-02,5.005051302981112
2013-01-01,5.015020971212033
2012-12-31,5.0216008573290285
2012-12-30,5.030925312347576
2012-12-29,5.022820797901375
2012-12-28,5.024140644535051
2012-12-27,5.031558493758242
2012-12-26,5.0375168440706535
2012-12-25,5.027992424819694
2012-12-24,5.033063090036591
2012-12-23,5.0404767139638995
2012-12-22,5.0501018383417255
2012-12-21,5.0511838917846825
2012-12-20,5.053628708951423
2012-12-19,5.057876548245661
2012-12-18,5.059783898011087
2012-12-17,5.063858466200599
2012-12-16,5.067304205319169
2012-12-15,5.066917284324131
2012-12-14,5.0723806160511735
2012-12-13,5.070001978542406
2012-12-12,5.0719908346677265
2012-12-11,5.078226979506798
2012-12-10,5.084435060964912
2012-12-09,5.076120981715389
2012-12-08,5.08177727774052
2012-12-07,5.088000355362859
2012-12-06,5.07831689046878
2012-12-05,5.083717695008419
2012-12-04,5.083919703880514
2012-12-03,5.079374207327802
2012-12-02,5.070520753101746
2012-12-01,5.073876259586339
2012-11-30,5.078919871063871
2012-11-29,5.083470863725842
2012-11-28,5.074928113251482
2012-11-27,5.068915018168167
2012-11-26,5.059713130271821
2012-11-25,5.0645351940750665
2012-11-24,5.055149439049452
2012-11-23,5.047717537810835
2012-11-22,5.055432643645578
2012-11-21,5.051274828758477
2012-11-20,5.044942814501036
2012-11-19,5.048703840049452
2012-11-18,5.046660797125323
2012-11-17,5.056539586333867
2012-11-16,5.062710861911108
2012-11-15,5.069830647580235
2012-11-14,5.07064124632918
2012-11-13,5.064028866791884
2012-11-12,5.058475578209803
2012-11-11,5.049178170553677
2012-11-10,5.055631907749942
2012-11-09,5.060035335893692
2012-11-08,5.064951918085269
2012-11-07,5.065030797755334
2012-11-06,5.060895614319194
2012-11-05,5.060892177841745
2012-11-04,5.057156684420835
2012-11-03,5.058432724732139
2012-11-02,5.062013637873395
2012-11-01,5.066244558597632
2012-10-31,5.07066527144789
2012-10-30,5.062627485200495
2012-10-29,5.055867865865036
2012-10-28,5.049774767770904
2012-10-27,5.055132407965713
2012-10-26,5.061582696569785
2012-10-25,5.062373759894848
2012-10-24,5.064135283337225
2012-10-23,5.068986781452801
2012-10-22,5.071441872475684
2012-10-21,5.077416415777916
2012-10-20,5.069387494247407
2012-10-19,5.077125469024206
2012-10-18,5.084045675663216
2012-10-17,5.087378376260668
2012-10-16,5.088636456936237
2012-10-15,5.097194251915197
2012-10-14,5.090968509121502
2012-10-13,5.0833637628151385
2012-10-12,5.084317698706161
2012-10-11,5.0812985452670905
2012-10-10,5.089460802122994
2012-10-09,5.096949867322863
2012-10-08,5.092530806108052
2012-10-07,5.09628343851423
2012-10-06,5.09196632101363
2012-10-05,5.094284562620074
2012-10-04,5.099047003190116
2012-10-03,5.098135905207578
2012-10-02,5.101157446038254
2012-10-01,5.097614664913479
2012-09-30,5.087723387269002
2012-09-29,5.078496489244049
2012-09-28,5.086405814874867
2012-09-27,5.076967406509566
2012-09-26,5.067125958246033
2012-09-25,5.064642107591106
2012-09-24,5.063746615498746
2012-09-23,5.063941487945518
2012-09-22,5.072578883263924
2012-09-21,5.065998370207174
2012-09-20,5.070743073301084
2012-09-19,5.069806511962395
2012-09-18,5.073375871829229
2012-09-17,5.068435435162594
2012-09-16,5.063789011013493
2012-09-15,5.07190226373042
2012-09-14,5.070461993759729
2012-09-13,5.0717584901218755
2012-09-12,5.072513267713634
2012-09-11,5.063811135089805
2012-09-10,5.069646475825543
2012-09-09,5.07855345188402
2012-09-08,5.071204498629121
2012-09-07,5.062537889945381
2012-09-06,5.063739246664737
2012-09-05,5.065865291796735
2012-09-04,5.068227895627591
2012-09-03,5.068432673211567
2012-09-02,5.0590177311634195
2012-09-01,5.061382595029175
2012-08-31,5.070333697127721
2012-08-30,5.079638568717663
2012-08-29,5.088834986616812
2012-08-28,5.0790664595587565
2012-08-27,5.084448093569578
2012-08-26,5.075076904548849
2012-08-25,5.066181166192816
2012-08-24,5.074377405117076
2012-08-23,5.068773247050427
2012-08-22,5.060840965619278
2012-08-21,5.05475946330428
2012-08-20,5.047236157379538
2012-08-19,5.03914165572843
2012-08-18,5.037373555402957
2012-08-17,5.043730749056127
2012-08-16,5.04598585470618
2012-08-15,5.046457208413289
2012-08-14,5.038422166843338
2012-08-13,5.030989828794252
2012-08-12,5.034817573249515
2012-08-11,5.037590704955835
2012-08-10,5.041046650332379
2012-08-09,5.046404510003532
2012-08-08,5.0430025738890345
2012-08-07,5.038389868562546
2012-08-06,5.029198330414847
2012-08-05,5.020995281595147
2012-08-04,5.012034832055918
2012-08-03,5.017605480053267
2012-08-02,5.011456295593196
2012-08-01,5.017973650451785
2012-07-31,5.014268550409637
2012-07-30,5.022481093742413
2012-07-29,5.031994676138828
2012-07-28,5.038294868842367
2012-07-27,5.041187308323592
2012-07-26,5.0442527608430066
2012-07-25,5.0436350959359935
2012-07-24,5.052405306149262
2012-07-23,5.048870383540384
2012-07-22,5.043821676817538
2012-07-21,5.034031181703712
2012-07-20,5.02822210742027
2012-07-19,5.019890947876528
2012-07-18,5.0159135632754115
2012-07-17,5.01269364018537
2012-07-16,5.017838586204588
2012-07-15,5.011228196473058
2012-07-14,5.008525728811494
2012-07-13,5.002240941257424
2012-07-12,5.007205967602094
2012-07-11,5.000674857294182
2012-07-10,5.007691105936805
2012-07-09,5.003186711970796
2012-07-08,4.994992558722604
2012-07-07,4.988847080851199
2012-07-06,4.988966366699698
2012-07-05,4.9947925821216765
2012-07-04,5.003407541774359
2012-07-03,4.99711215816202
2012-07-02,4.99414734683634
2012-07-01,4.992754024303177
2012-06-30,4.993184694550812
2012-06-29,4.9859655932685785
2012-06-28,4.993397408016662
2012-06-27,4.993837441746226
2012-06-26,4.995093042118788
2012-06-25,4.988009474173027
2012-06-24,4.996212053903698
2012-06-23,5.001740414344792
2012-06-22,4.992317394725784
2012-06-21,4.982499762812176
2012-06-20,4.9825300048271775
2012-06-19,4.991593411101702
2012-06-18,4.985311699192816
2012-06-17,4.975830345882245
2012-06-16,4.975815431635883
2012-06-15,4.9708587570231755
2012-06-14,4.97499123165332
2012-06-13,4.970336058040451
2012-06-12,4.97580258564342
2012-06-11,4.970388167376851
2012-06-10,4.976531784979537
2012-06-09,4.985556779911538
2012-06-08,4.980667793808834
2012-06-07,4.9789311418907465
2012-06-06,4.978805875445544
2012-06-05,4.972541342102226
2012-06-04,4.967703039534674
2012-06-03,4.966493187691738
2012-06-02,4.9634867975741095
2012-06-01,4.953700085030008
2012-05-31,4.955129079492304
2012-05-30,4.954346557009871
2012-05-29,4.950518100726114
2012-05-28,4.954403487049519
2012-05-27,4.949740546690553
2012-05-26,4.948935942818057
2012-05-25,4.945128357547715
2012-05-24,4.9527201507403396
2012-05-23,4.945990325316199
2012-05-22,4.9403980948733315
2012-05-21,4.932896368109225
2012-05-20,4.933005866555648
2012-05-19,4.925341737969768
2012-05-18,4.930426258281707
2012-05-17,4.9336932670292075
2012-05-16,4.938813403763263
2012-05-15,4.931748591033133
2012-05-14,4.923515140890415
2012-05-13,4.921511898146046
2012-05-12,4.917071314601497
2012-05-11,4.919032292810663
2012-05-10,4.915608578332629
2012-05-09,4.916250395259851
2012-05-08,4.921913563708605
2012-05-07,4.9288056424984505
2012-05-06,4.938525914618846
2012-05-05,4.946008890248215
2012-05-04,4.93862441253992
2012-05-03,4.932741696789306
2012-05-02,4.9348217958022245
2012-05-01,4.943590305932342
2012-04-30,4.937133689514755
2012-04-29,4.927200784221799
2012-04-28,4.924683793680888
2012-04-27,4.93385314650627
2012-04-26,4.925870078978539
2012-04-25,4.926810035134902
2012-04-24,4.929707778172697
2012-04-23,4.9221651019374395
2012-04-22,4.915233314827531
2012-04-21,4.907982077565495
2012-04-20,4.907800309169794
2012-04-19,4.901229160610674
2012-04-18,4.904109927051038
2012-04-17,4.904483695944021
2012-04-16,4.898364341806345
2012-04-15,4.895685730954867
2012-04-14,4.898051142447316
2012-04-13,4.891311757644701
2012-04-12,4.890700647786923
2012-04-11,4.899880212946778
2012-04-10,4.890783197063992
2012-04-09,4.893844041546682
2012-04-08,4.903112548388004
2012-04-07,4.906231705610591
2012-04-06,4.898433105929205
2012-04-05,4.904227275337102
2012-04-04,4.9081494250114135
2012-04-03,4.901494353578075
2012-04-02,4.898513683684698
2012-04-01,4.903818908040752
2012-03-31,4.90885280992248
2012-03-30,4.899552018209016
2012-03-29,4.897915958787027
2012-03-28,4.9020816849150055
2012-03-27,4.897372433193431
2012-03-26,4.897351049185648
2012-03-25,4.903889881725204
2012-03-24,4.910896829952685
2012-03-23,4.919549494561955
2012-03-22,4.923133237703992
2012-03-21,4.915452707256766
2012-03-20,4.924029745712595
2012-03-19,4.9271541786098325
2012-03-18,4.934909351405492
2012-03-17,4.930383422499925
2012-03-16,4.931658687060058
2012-03-15,4.941159655587783
2012-03-14,4.936045522221608
2012-03-13,4.94364556304723
2012-03-12,4.9349779537161735
2012-03-11,4.9400964428773415
2012-03-10,4.948341834392047
2012-03-09,4.95168135048245
2012-03-08,4.9419125015475425
2012-03-07,4.942275243397793
2012-03-06,4.945930047512899
2012-03-05,4.955616517925786
2012-03-04,4.950554067033628
2012-03-03,4.94663471538134
2012-03-02,4.941810404119339
2012-03-01,4.943133196740122
2012-02-29,4.951907852830392
2012-02-28,4.9565107630959035
2012-02-27,4.950568033429399
2012-02-26,4.950397691771972
2012-02-25,4.950999246330814
2012-02-24,4.957948673091562
2012-02-23,4.952175664968298
2012-02-22,4.952236520908251
2012-02-21,4.944898002176415
2012-02-20,4.939136129115978
2012-02-19,4.941832888764206
2012-02-18,4.933934512202465
2012-02-17,4.932202675298606
2012-02-16,4.930281558726755
2012-02-15,4.932646252130403
2012-02-14,4.941447691866895
2012-02-13,4.936964782664761
2012-02-12,4.93772887261436
2012-02-11,4.931908143808546
2012-02-10,4.939494028232777
2012-02-09,4.939082447872254
2012-02-08,4.930517795277452
2012-02-07,4.930161901898669
2012-02-06,4.927526685106621
2012-02-05,4.934128225928381
2012-02-04,4.937772423948269
2012-02-03,4.929852010669992
2012-02-02,4.921220698691979
2012-02-01,4.923221571634264
2012-01-31,4.915470677443279
2012-01-30,4.92506840126906
2012-01-29,4.922600892009552
2012-01-28,4.9311785974188025
2012-01-27,4.935196971994065
2012-01-26,4.9345474471063095
2012-01-25,4.939658647955772
2012-01-24,4.931501259902907
2012-01-23,4.9262688746285885
2012-01-22,4.916845228524535
2012-01-21,4.910360607424691
2012-01-20,4.905183395606554
2012-01-19,4.896319509613743
2012-01-18,4.904261550240861
2012-01-17,4.901772889364509
2012-01-16,4.908701958361185
2012-01-15,4.907316052501875
2012-01-14,4.905335013710694
2012-01-13,4.904448762545001
2012-01-12,4.9143165758071525
2012-01-11,4.905793112972631
2012-01-10,4.9019330601034845
2012-01-09,4.910474848649969
2012-01-08,4.913734185950014
2012-01-07,4.904416887026248
2012-01-06,4.89737698508593
2012-01-05,4.895215245420837
2012-01-04,4.889825778792607
2012-01-03,4.899342208161962
2012-01-02,4.89887128846003
2012-01-01,4.900426873186465
2011-12-31,4.907494235205005
2011-12-30,4.899453442961049
2011-12-29,4.90827051577491
2011-12-28,4.902303264051294
2011-12-27,4.896195989446094
2011-12-26,4.897352702692548
2011-12-25,4.90345763085359
2011-12-24,4.898941134562896
2011-12-23,4.903460037403801
2011-12-22,4.895054922590226
2011-12-21,4.892326607129695
2011-12-20,4.889724987784948
2011-12-19,4.893422798757124
2011-12-18,4.892013184893732
2011-12-17,4.893179375808622
2011-12-16,4.891892380907881
2011-12-15,4.8947846698974695
2011-12-14,4.8969081456185135
2011-12-13,4.890692440896564
2011-12-12,4.888349893640337
2011-12-11,4.896166001274314
2011-12-10,4.8904956761071885
2011-12-09,4.884107501210916
2011-12-08,4.884986825450769
2011-12-07,4.876427536127921
2011-12-06,4.874836038297045
2011-12-05,4.877288120601032
2011-12-04,4.884277243532024
2011-12-03,4.880195578804147
2011-12-02,4.886186706748514
2011-12-01,4.890593106446543
2011-11-30,4.895575622269755
2011-11-29,4.891004045095054
2011-11-28,4.899680962893334
2011-11-27,4.901530256208838
2011-11-26,4.909515379021106
2011-11-25,4.909439434544697
2011-11-24,4.90040468065471
2011-11-23,4.899033323350007
2011-11-22,4.907023940860997
2011-11-21,4.897555201277268
2011-11-20,4.895063959937945
2011-11-19,4.903315742673192
2011-11-18,4.902217772866366
2011-11-17,4.909687232382174
2011-11-16,4.907492266531526
2011-11-15,4.906897189522418
2011-11-14,4.901917461408789
2011-11-13,4.91005551076013
2011-11-12,4.902752331696801
2011-11-11,4.899391730685547
2011-11-10,4.8943870810594134
2011-11-09,4.8981491876282695
2011-11-08,4.8996077378223655
2011-11-07,4.889778292463032
2011-11-06,4.8849840276612175
2011-11-05,4.887559704682708
2011-11-04,4.8934213017208625
2011-11-03,4.885584127744757
2011-11-02,4.889808037275511
2011-11-01,4.895262798273911
2011-10-31,4.903935115032908
2011-10-30,4.901334517006194
2011-10-29,4.892390876164087
2011-10-28,4.901313694538875
2011-10-27,4.910115206849644
2011-10-26,4.903085397755122
2011-10-25,4.908892450636682
2011-10-24,4.9014573365190595
2011-10-23,4.90670251575405
2011-10-22,4.900484954895789
2011-10-21,4.903247224147791
2011-10-20,4.900069171154896
2011-10-19,4.902334693175347
2011-10-18,4.90921632503712
2011-10-17,4.916912811107677
2011-10-16,4.9094338192617535
2011-10-15,4.8994939118688245
2011-10-14,4.894024276240176
2011-10-13,4.894607613432383
2011-10-12,4.886895561464861
2011-10-11,4.888970596272131
2011-10-10,4.896966625134674
2011-10-09,4.887984463369674
2011-10-08,4.8969166168175935
2011-10-07,4.9063978734926
2011-10-06,4.9042693452091335
2011-10-05,4.894879399370839
2011-10-04,4.897893113210721
